Pokemon,Abilities,Base_Experience,Height,ID,Type_1,Type_2,Weight,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,Sprites,Base_Pokemon,Evolution_Level_1,Evolution_Level_2
Groudon-Primal,Desolate-Land,347.0,50,10078,Ground,Fire,9997,100,180,160,150,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10078.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Rayquaza-Mega,Delta-Stream,351.0,108,10079,Dragon,Flying,3920,105,180,100,180,100,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10079.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Rock-Star,Static,112.0,4,10080,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10080.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Belle,Static,112.0,4,10081,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10081.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Pop-Star,Static,112.0,4,10082,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10082.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Phd,Static,112.0,4,10083,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10083.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Libre,Static,112.0,4,10084,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10084.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Cosplay,Static,112.0,4,10085,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10085.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Hoopa-Unbound,Magician,306.0,65,10086,Psychic,Dark,4900,80,160,60,170,130,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10086.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Camerupt-Mega,Sheer-Force,196.0,25,10087,Fire,Ground,3205,70,120,100,145,105,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10087.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Lopunny-Mega,Scrappy,203.0,13,10088,Normal,Fighting,283,65,136,94,54,96,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10088.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Salamence-Mega,Aerilate,315.0,18,10089,Dragon,Flying,1126,95,145,130,120,90,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10089.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Beedrill-Mega,Adaptability,223.0,14,10090,Bug,Poison,405,65,150,40,15,80,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10090.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Rattata-Alola,Gluttony,51.0,3,10091,Dark,Normal,38,30,56,35,25,35,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10091.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Raticate-Alola,Gluttony,145.0,7,10092,Dark,Normal,255,75,71,70,40,80,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10092.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Raticate-Totem-Alola,Gluttony,145.0,14,10093,Dark,Normal,1050,75,71,70,40,80,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10093.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Original-Cap,Static,112.0,4,10094,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10094.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Hoenn-Cap,Static,112.0,4,10095,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10095.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Sinnoh-Cap,Static,112.0,4,10096,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10096.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Unova-Cap,Static,112.0,4,10097,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10097.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Kalos-Cap,Static,112.0,4,10098,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10098.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Alola-Cap,Static,112.0,4,10099,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10099.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Raichu-Alola,Surge-Surfer,243.0,7,10100,Electric,Psychic,210,60,85,50,95,85,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10100.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Sandshrew-Alola,Snow-Cloak,60.0,7,10101,Ice,Steel,400,50,75,90,10,35,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10101.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Sandslash-Alola,Snow-Cloak,158.0,12,10102,Ice,Steel,550,75,100,120,25,65,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10102.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Vulpix-Alola,Snow-Cloak,60.0,6,10103,Ice,No Second Type,99,38,41,40,50,65,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10103.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Ninetales-Alola,Snow-Cloak,177.0,11,10104,Ice,Fairy,199,73,67,75,81,100,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10104.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Diglett-Alola,Sand-Veil,53.0,2,10105,Ground,Steel,10,10,55,30,35,45,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10105.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Dugtrio-Alola,Sand-Veil,149.0,7,10106,Ground,Steel,666,35,100,60,50,70,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10106.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Meowth-Alola,Pickup,58.0,4,10107,Dark,No Second Type,42,40,35,35,50,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10107.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Persian-Alola,Fur-Coat,154.0,11,10108,Dark,No Second Type,330,65,60,60,75,65,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10108.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Geodude-Alola,Magnet-Pull,60.0,4,10109,Rock,Electric,203,40,80,100,30,30,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10109.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Graveler-Alola,Magnet-Pull,137.0,10,10110,Rock,Electric,1100,55,95,115,45,45,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10110.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Golem-Alola,Magnet-Pull,223.0,17,10111,Rock,Electric,3160,80,120,130,55,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10111.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Grimer-Alola,Poison-Touch,65.0,7,10112,Poison,Dark,420,80,80,50,40,50,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10112.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Muk-Alola,Poison-Touch,175.0,10,10113,Poison,Dark,520,105,105,75,65,100,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10113.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Exeggutor-Alola,Frisk,186.0,109,10114,Grass,Dragon,4156,95,105,85,125,75,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10114.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Marowak-Alola,Cursed-Body,149.0,10,10115,Fire,Ghost,340,60,80,110,50,80,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10115.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Greninja-Battle-Bond,Battle-Bond,239.0,15,10116,Water,Dark,400,72,95,67,103,71,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10116.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Greninja-Ash,Battle-Bond,288.0,15,10117,Water,Dark,400,72,145,67,153,71,132,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10117.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Zygarde-10-Power-Construct,Power-Construct,243.0,12,10118,Dragon,Ground,335,54,100,71,61,85,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10118.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Zygarde-50-Power-Construct,Power-Construct,300.0,50,10119,Dragon,Ground,3050,108,100,121,81,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10119.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Zygarde-Complete,Power-Construct,354.0,45,10120,Dragon,Ground,6100,216,100,121,91,95,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10120.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Gumshoos-Totem,Stakeout,146.0,14,10121,Normal,No Second Type,600,88,110,60,55,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10121.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Vikavolt-Totem,Levitate,225.0,26,10122,Bug,Electric,1475,77,70,90,145,75,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10122.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Oricorio-Pom-Pom,Dancer,167.0,6,10123,Electric,Flying,34,75,70,70,98,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10123.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Oricorio-Pau,Dancer,167.0,6,10124,Psychic,Flying,34,75,70,70,98,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10124.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Oricorio-Sensu,Dancer,167.0,6,10125,Ghost,Flying,34,75,70,70,98,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10125.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Lycanroc-Midnight,Keen-Eye,170.0,11,10126,Rock,No Second Type,250,85,115,75,55,75,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10126.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Wishiwashi-School,Schooling,217.0,82,10127,Water,No Second Type,786,45,140,130,140,135,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10127.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Lurantis-Totem,Leaf-Guard,168.0,15,10128,Grass,No Second Type,580,70,105,90,80,90,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10128.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Salazzle-Totem,Corrosion,168.0,21,10129,Poison,Fire,810,68,64,60,111,60,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10129.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Orange-Meteor,Shields-Down,154.0,3,10130,Rock,Flying,400,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10130.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Yellow-Meteor,Shields-Down,154.0,3,10131,Rock,Flying,400,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10131.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Green-Meteor,Shields-Down,154.0,3,10132,Rock,Flying,400,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10132.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Blue-Meteor,Shields-Down,154.0,3,10133,Rock,Flying,400,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10133.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Indigo-Meteor,Shields-Down,154.0,3,10134,Rock,Flying,400,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10134.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Violet-Meteor,Shields-Down,154.0,3,10135,Rock,Flying,400,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10135.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Red,Shields-Down,175.0,3,10136,Rock,Flying,3,60,100,60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10136.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Orange,Shields-Down,175.0,3,10137,Rock,Flying,3,60,100,60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10137.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Yellow,Shields-Down,175.0,3,10138,Rock,Flying,3,60,100,60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10138.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Green,Shields-Down,175.0,3,10139,Rock,Flying,3,60,100,60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10139.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Blue,Shields-Down,175.0,3,10140,Rock,Flying,3,60,100,60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10140.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Indigo,Shields-Down,175.0,3,10141,Rock,Flying,3,60,100,60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10141.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Minior-Violet,Shields-Down,175.0,3,10142,Rock,Flying,3,60,100,60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10142.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Mimikyu-Totem-Disguised,Disguise,167.0,4,10144,Ghost,Fairy,28,55,90,80,50,105,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10144.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Kommo-O-Totem,Bulletproof,270.0,24,10146,Dragon,Fighting,2075,75,110,125,100,105,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10146.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Magearna-Original,Soul-Heart,300.0,10,10147,Steel,Fairy,805,80,95,115,130,115,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10147.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pikachu-Partner-Cap,Static,112.0,4,10148,Electric,No Second Type,60,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10148.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Marowak-Totem,Cursed-Body,149.0,17,10149,Fire,Ghost,980,60,80,110,50,80,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10149.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Ribombee-Totem,Honey-Gather,162.0,4,10150,Bug,Fairy,20,60,55,60,95,70,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10150.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Rockruff-Own-Tempo,Own-Tempo,56.0,5,10151,Rock,No Second Type,92,45,65,40,30,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10151.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Lycanroc-Dusk,Tough-Claws,170.0,8,10152,Rock,No Second Type,250,75,117,65,55,65,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10152.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Araquanid-Totem,Water-Bubble,159.0,31,10153,Water,Bug,2175,68,70,92,50,132,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10153.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Togedemaru-Totem,Iron-Barbs,152.0,6,10154,Electric,Steel,130,65,98,63,40,73,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10154.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Necrozma-Dusk,Prism-Armor,340.0,38,10155,Psychic,Steel,4600,97,157,127,113,109,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10155.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
